question_id,question_type,question_text,difficulty,primary_tables,expected_output_rows,workflow_complexity,generation_model,generation_timestamp,reference_sql,function_sequence,expected_result_summary,success_criteria
332,function,What patterns indicate successful vs. unsuccessful economic transitions?,medium,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
333,function,How do patterns in institutional changes affect economic measurements?,medium,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
334,sql,Which transition patterns are reversible vs. irreversible?,easy,budget_outlays,20,join_query,claude-sonnet-4-20250514,2025-09-01T19:53:06.831901,"SELECT 
    t1.function_name,
    t1.fiscal_year as start_year,
    t2.fiscal_year as end_year,
    t1.outlay_amount as start_amount,
    t2.outlay_amount as end_amount,
    ((t2.outlay_amount - t1.outlay_amount) / t1.outlay_amount * 100) as change_percent,
    CASE 
        WHEN ABS((t2.outlay_amount - t1.outlay_amount) / t1.outlay_amount * 100) < 10 THEN 'Reversible'
        WHEN ((t2.outlay_amount - t1.outlay_amount) / t1.outlay_amount * 100) > 50 THEN 'Irreversible Growth'
        WHEN ((t2.outlay_amount - t1.outlay_amount) / t1.outlay_amount * 100) < -50 THEN 'Irreversible Decline'
        ELSE 'Potentially Reversible'
    END as transition_pattern
FROM budget_outlays t1
JOIN budget_outlays t2 ON t1.function_name = t2.function_name 
    AND t2.fiscal_year = t1.fiscal_year + 5
WHERE t1.outlay_amount IS NOT NULL 
    AND t2.outlay_amount IS NOT NULL
    AND t1.outlay_amount > 0
ORDER BY ABS(change_percent) DESC
LIMIT 20;",,20 rows expected,
335,sql,What patterns characterize the boundaries between economic epochs?,hard,industry_gdp,0,advanced,gpt-4o,2025-09-02T09:54:41.995002,"SELECT 
    year AS economic_epoch_year,
    SUM(gdp_value * POWER(10, unit_multiplier)) AS total_gdp
FROM 
    industry_gdp
WHERE 
    gdp_value IS NOT NULL
GROUP BY 
    year
HAVING 
    SUM(gdp_value * POWER(10, unit_multiplier)) > 0
ORDER BY 
    economic_epoch_year;",,0 rows expected,
336,function,How do different frequency cycles interact in economic data?,medium,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
337,sql,What patterns emerge from the superposition of multiple economic cycles?,medium,industry_gdp,0,aggregation,gpt-4o,2025-09-02T09:54:48.044839,"SELECT 
    year, 
    industry_name, 
    SUM(gdp_value * unit_multiplier) AS total_gdp
FROM 
    industry_gdp
WHERE 
    gdp_value IS NOT NULL
GROUP BY 
    year, industry_name
ORDER BY 
    year, total_gdp DESC;",,0 rows expected,
338,sql,Which indicators show regular vs. irregular cyclical patterns?,hard,time_series_data,28,advanced,gpt-4o,2025-09-02T09:54:54.689966,"SELECT 
    indicator_id,
    COUNT(DISTINCT period_value) AS distinct_periods,
    COUNT(*) AS total_records,
    CASE 
        WHEN COUNT(DISTINCT period_value) = COUNT(*) THEN 'Regular'
        ELSE 'Irregular'
    END AS pattern_type
FROM 
    time_series_data
WHERE 
    numeric_value IS NOT NULL
GROUP BY 
    indicator_id
HAVING 
    COUNT(*) > 1
ORDER BY 
    pattern_type, indicator_id;",,28 rows expected,
339,function,How do amplitude and frequency patterns change over time?,medium,analyze_trends,1,sequential,trend_analysis,,,"[{""function_name"": ""analyze_trends"", ""arguments"": {""data_type"": ""economic"", ""time_period"": [2014, 2024], ""analysis_type"": ""trend"", ""categories"": [""primary_category""], ""metrics"": [""growth_rate"", ""volatility""]}, ""expected_response"": {""trend_analysis"": ""completed""}, ""response_type"": ""analysis""}]",,"Time series data properly retrieved,Trend analysis function configured correctly,Temporal patterns identified"
340,function,What patterns indicate cycle synchronization vs. desynchronization?,hard,compare_categories,1,comparative,comparative_analysis,,,"[{""function_name"": ""compare_categories"", ""arguments"": {""category1"": ""Primary Category"", ""category2"": ""Secondary Category"", ""metric"": ""total_value"", ""time_period"": [2014, 2024], ""comparison_type"": ""relative""}, ""expected_response"": {""comparison_result"": ""analysis_complete""}, ""response_type"": ""analysis""}]",,"Data retrieval functions called for comparison subjects,Comparison function properly configured,Analysis results provide meaningful comparison"
341,sql,Which economic cycles show stable vs. evolving characteristics?,hard,industry_gdp,0,advanced,gpt-4o,2025-09-02T09:55:03.684306,"SELECT 
    industry_name AS industry,
    year,
    SUM(gdp_value * POWER(10, unit_multiplier)) AS total_gdp
FROM 
    industry_gdp
WHERE 
    gdp_value IS NOT NULL
GROUP BY 
    industry_name, year
HAVING 
    COUNT(DISTINCT year) > 1
ORDER BY 
    industry_name, year;",,0 rows expected,
342,function,How do patterns in cycle transmission manifest across sectors?,hard,analyze_trends,1,sequential,trend_analysis,,,"[{""function_name"": ""analyze_trends"", ""arguments"": {""data_type"": ""economic"", ""time_period"": [2014, 2024], ""analysis_type"": ""trend"", ""categories"": [""primary_category""], ""metrics"": [""growth_rate"", ""volatility""]}, ""expected_response"": {""trend_analysis"": ""completed""}, ""response_type"": ""analysis""}]",,"Time series data properly retrieved,Trend analysis function configured correctly,Temporal patterns identified"
343,sql,What patterns distinguish endogenous vs. exogenous cycles?,hard,time_series_data,10,advanced,gpt-4o,2025-09-02T09:55:10.424783,"SELECT 
    tsd.series_id AS cycle_type,
    AVG(tsd.numeric_value) AS avg_value,
    COUNT(tsd.record_id) AS record_count
FROM 
    time_series_data tsd
WHERE 
    tsd.numeric_value IS NOT NULL
GROUP BY 
    tsd.series_id
HAVING 
    COUNT(tsd.record_id) > 10
ORDER BY 
    avg_value DESC
LIMIT 10;",,10 rows expected,
344,sql,Which indicators show pro-cyclical vs. counter-cyclical patterns?,hard,"correlation_analysis,gdp_growth,indicator_growth,industry_gdp,time_series_data",0,join_query,gpt-4o,2025-09-02T09:55:19.741934,"WITH gdp_growth AS (
    SELECT 
        year, 
        (gdp_value - LAG(gdp_value) OVER (ORDER BY year)) / LAG(gdp_value) OVER (ORDER BY year) AS gdp_growth_rate
    FROM 
        industry_gdp
    WHERE 
        gdp_value IS NOT NULL
),
indicator_growth AS (
    SELECT 
        indicator_id, 
        year, 
        (numeric_value - LAG(numeric_value) OVER (PARTITION BY indicator_id ORDER BY year)) / LAG(numeric_value) OVER (PARTITION BY indicator_id ORDER BY year) AS indicator_growth_rate
    FROM 
        time_series_data
    WHERE 
        numeric_value IS NOT NULL
),
correlation_analysis AS (
    SELECT 
        i.indicator_id,
        AVG(i.indicator_growth_rate * g.gdp_growth_rate) AS correlation_coefficient
    FROM 
        indicator_growth i
    JOIN 
        gdp_growth g ON i.year = g.year
    GROUP BY 
        i.indicator_id
)
SELECT 
    indicator_id,
    CASE 
        WHEN correlation_coefficient > 0 THEN 'Pro-cyclical'
        WHEN correlation_coefficient < 0 THEN 'Counter-cyclical'
        ELSE 'No clear pattern'
    END AS cycle_pattern
FROM 
    correlation_analysis
ORDER BY 
    correlation_coefficient DESC;",,0 rows expected,
345,function,How do cyclical patterns differ in strength across economic variables?,medium,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
346,function,What patterns indicate positive vs. negative feedback mechanisms?,hard,compare_categories,1,comparative,comparative_analysis,,,"[{""function_name"": ""compare_categories"", ""arguments"": {""category1"": ""Primary Category"", ""category2"": ""Secondary Category"", ""metric"": ""total_value"", ""time_period"": [2014, 2024], ""comparison_type"": ""relative""}, ""expected_response"": {""comparison_result"": ""analysis_complete""}, ""response_type"": ""analysis""}]",,"Data retrieval functions called for comparison subjects,Comparison function properly configured,Analysis results provide meaningful comparison"
347,function,How do amplification patterns manifest in economic crisis propagation?,medium,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
348,sql,Which indicators show self-reinforcing vs. self-limiting patterns?,hard,time_series_data,28,advanced,gpt-4o,2025-09-02T09:55:23.700114,"SELECT 
    indicator_id,
    CASE 
        WHEN AVG(numeric_value) > 0 THEN 'self-reinforcing'
        ELSE 'self-limiting'
    END AS pattern_type
FROM 
    time_series_data
WHERE 
    numeric_value IS NOT NULL
GROUP BY 
    indicator_id
HAVING 
    COUNT(DISTINCT year) > 1
ORDER BY 
    indicator_id;",,28 rows expected,
349,sql,What patterns reveal multiplier effects in government spending?,hard,budget_outlays,76,advanced,gpt-4o,2025-09-02T09:55:32.334499,"SELECT 
    function_name, 
    fiscal_year, 
    SUM(outlay_amount) AS total_outlay
FROM 
    budget_outlays
WHERE 
    superfunction = 'federal_outlays' 
    AND outlay_amount IS NOT NULL
GROUP BY 
    function_name, fiscal_year
HAVING 
    SUM(outlay_amount) > 1000000 -- Example threshold for significant spending
ORDER BY 
    fiscal_year, total_outlay DESC;",,76 rows expected,
350,function,How do patterns in expectations formation affect economic outcomes?,medium,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
351,sql,Which feedback patterns stabilize vs. destabilize economic systems?,hard,time_series_data,11,advanced,gpt-4o,2025-09-01T15:48:14.454004,"SELECT 
    category,
    AVG(numeric_value) AS average_value,
    COUNT(*) AS data_points
FROM 
    time_series_data
WHERE 
    category IS NOT NULL
    AND numeric_value IS NOT NULL
GROUP BY 
    category
HAVING 
    COUNT(*) > 5
ORDER BY 
    average_value DESC
LIMIT 20;",,11 rows expected,
352,function,What patterns indicate the presence of economic accelerators or brakes?,medium,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
353,function,How do patterns in policy responses create feedback effects?,hard,analyze_trends,1,sequential,trend_analysis,,,"[{""function_name"": ""analyze_trends"", ""arguments"": {""data_type"": ""economic"", ""time_period"": [2014, 2024], ""analysis_type"": ""trend"", ""categories"": [""primary_category""], ""metrics"": [""growth_rate"", ""volatility""]}, ""expected_response"": {""trend_analysis"": ""completed""}, ""response_type"": ""analysis""}]",,"Time series data properly retrieved,Trend analysis function configured correctly,Temporal patterns identified"
354,sql,Which sectors show the strongest feedback pattern interactions?,hard,"industry_gdp,time_series_data",0,advanced,gpt-4o,2025-09-02T09:55:46.038254,"SELECT 
    ig.industry_name AS sector,
    SUM(ig.gdp_value) AS total_gdp,
    COUNT(tsd.record_id) AS interaction_count
FROM 
    industry_gdp ig
JOIN 
    time_series_data tsd ON ig.year = tsd.year
WHERE 
    ig.gdp_value IS NOT NULL
    AND tsd.numeric_value IS NOT NULL
GROUP BY 
    ig.industry_name
HAVING 
    COUNT(tsd.record_id) > 0
ORDER BY 
    interaction_count DESC, total_gdp DESC
LIMIT 10;",,0 rows expected,
355,sql,What patterns reveal the boundaries of feedback mechanism effectiveness?,hard,time_series_data,10,advanced,gpt-4o,2025-09-02T09:55:52.155001,"SELECT 
    tsd.series_id AS feedback_series,
    tsd.indicator_id AS feedback_indicator,
    tsd.category AS feedback_category,
    tsd.subcategory AS feedback_subcategory,
    tsd.year AS feedback_year,
    AVG(tsd.numeric_value) AS avg_feedback_value,
    COUNT(tsd.record_id) AS feedback_count
FROM 
    time_series_data tsd
WHERE 
    tsd.numeric_value IS NOT NULL
GROUP BY 
    tsd.series_id, tsd.indicator_id, tsd.category, tsd.subcategory, tsd.year
HAVING 
    COUNT(tsd.record_id) > 1
ORDER BY 
    avg_feedback_value DESC
LIMIT 10;",,10 rows expected,
356,function,How do patterns in economic networks reveal systemic vulnerabilities?,medium,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
357,function,What patterns indicate increasing vs. decreasing economic integration?,medium,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
